date,precipitation,temp_max,temp_min,wind,weather,temp_avg,year,month,day,season,temp_avg_imp,precip_imp,temp_avg_7d,precip_7d
2012-08-08,0,22.2,15,3.1,sun,18.6,2012,8,8,Summer,18.6,0,21.071428571428573,6.38378239159465e-15
2012-08-09,0,24.4,14.4,3.8,drizzle,19.4,2012,8,9,Summer,19.4,0,21.307142857142857,6.38378239159465e-15
2012-08-10,0,25.6,12.2,2.3,sun,18.9,2012,8,10,Summer,18.9,0,21.15,6.38378239159465e-15
2012-08-11,0,28.3,13.3,2.5,sun,20.8,2012,8,11,Summer,20.8,0,20.50714285714286,6.38378239159465e-15
2012-08-12,0,30.6,15,3,sun,22.8,2012,8,12,Summer,22.8,0,20.071428571428573,6.38378239159465e-15
2012-08-13,0,30.6,15,2.8,sun,22.8,2012,8,13,Summer,22.8,0,20.192857142857143,6.38378239159465e-15
2012-08-14,0,28.9,13.9,2.8,sun,21.4,2012,8,14,Summer,21.4,0,20.67142857142857,6.38378239159465e-15
2012-08-15,0,31.1,16.7,4.7,sun,23.9,2012,8,15,Summer,23.9,0,21.428571428571427,6.38378239159465e-15
2012-08-16,0,34.4,18.3,2.8,sun,26.35,2012,8,16,Summer,26.35,0,22.42142857142857,6.38378239159465e-15
2012-08-17,0,32.8,16.1,1.8,sun,24.45,2012,8,17,Summer,24.45,0,23.214285714285715,6.38378239159465e-15
2012-08-18,0,21.7,14.4,3,drizzle,18.05,2012,8,18,Summer,18.05,0,22.821428571428573,6.38378239159465e-15
2012-08-19,0,23.3,15,2.7,drizzle,19.15,2012,8,19,Summer,19.15,0,22.3,6.38378239159465e-15
2012-08-20,0,25.6,15,1.9,sun,20.3,2012,8,20,Summer,20.3,0,21.942857142857143,6.38378239159465e-15
2012-08-21,0,23.3,13.3,3,rain,18.3,2012,8,21,Summer,18.3,0,21.5,6.38378239159465e-15
2012-08-22,0,22.2,13.3,2.3,sun,17.75,2012,8,22,Summer,17.75,0,20.62142857142857,6.38378239159465e-15
2012-08-23,0,21.1,13.9,3.8,sun,17.5,2012,8,23,Summer,17.5,0,19.357142857142858,6.38378239159465e-15
2012-08-24,0,22.2,10,3.3,sun,16.1,2012,8,24,Summer,16.1,0,18.164285714285715,6.38378239159465e-15
2012-08-25,0,26.1,11.7,3.2,sun,18.9,2012,8,25,Summer,18.9,0,18.285714285714285,6.38378239159465e-15
2012-08-26,0,21.1,12.2,3.4,sun,16.65,2012,8,26,Summer,16.65,0,17.928571428571427,6.38378239159465e-15
2012-08-27,0,23.9,13.3,1.8,sun,18.6,2012,8,27,Summer,18.6,0,17.685714285714287,6.38378239159465e-15
2012-08-28,0,22.8,12.2,3.2,sun,17.5,2012,8,28,Summer,17.5,0,17.571428571428573,6.38378239159465e-15
2012-08-29,0,22.8,13.3,2.4,sun,18.05,2012,8,29,Summer,18.05,0,17.614285714285714,6.38378239159465e-15
2012-08-30,0,22.8,12.8,1.9,sun,17.8,2012,8,30,Summer,17.8,0,17.657142857142855,6.38378239159465e-15
2012-08-31,0,22.2,10.6,2.9,sun,16.4,2012,8,31,Summer,16.4,0,17.7,6.38378239159465e-15
2012-09-01,0,21.7,10.6,2.1,sun,16.15,2012,9,1,Autumn,16.15,0,17.307142857142857,6.38378239159465e-15
2012-09-02,0,21.1,10,2,sun,15.55,2012,9,2,Autumn,15.55,0,17.15,6.38378239159465e-15
2012-09-03,0,22.8,12.8,3.3,sun,17.8,2012,9,3,Autumn,17.8,0,17.035714285714285,6.38378239159465e-15
2012-09-04,0,24.4,11.1,3.1,sun,17.75,2012,9,4,Autumn,17.75,0,17.071428571428573,6.38378239159465e-15
2012-09-05,0,26.1,11.7,2.6,sun,18.9,2012,9,5,Autumn,18.9,0,17.192857142857143,6.38378239159465e-15
2012-09-06,0,28.3,14.4,4.2,sun,21.35,2012,9,6,Autumn,21.35,0,17.7,6.38378239159465e-15
2012-09-07,0,32.2,13.3,3.1,sun,22.75,2012,9,7,Autumn,22.75,0,18.607142857142858,6.38378239159465e-15
2012-09-08,0,25,13.3,3,sun,19.15,2012,9,8,Autumn,19.15,0,19.035714285714285,6.38378239159465e-15
2012-09-09,0.3,18.9,13.9,5,rain,16.4,2012,9,9,Autumn,16.4,0.3,19.157142857142855,0.3000000000000064
2012-09-10,0.3,20,11.7,3.9,rain,15.85,2012,9,10,Autumn,15.85,0.3,18.87857142857143,0.6000000000000063
2012-09-11,0,20,8.9,4.2,sun,14.45,2012,9,11,Autumn,14.45,0,18.407142857142855,0.6000000000000063
2012-09-12,0,22.2,10,5.6,sun,16.1,2012,9,12,Autumn,16.1,0,18.007142857142856,0.6000000000000063
2012-09-13,0,27.8,11.7,3.6,sun,19.75,2012,9,13,Autumn,19.75,0,17.77857142857143,0.6000000000000063
2012-09-14,0,26.1,11.1,1.5,sun,18.6,2012,9,14,Autumn,18.6,0,17.185714285714287,0.6000000000000063
2012-09-15,0,22.2,11.1,1.9,sun,16.65,2012,9,15,Autumn,16.65,0,16.82857142857143,0.6000000000000063
2012-09-16,0,24.4,9.4,2.3,sun,16.9,2012,9,16,Autumn,16.9,0,16.9,0.3000000000000064
2012-09-17,0,27.8,11.7,2.2,fog,19.75,2012,9,17,Autumn,19.75,0,17.45714285714286,6.38378239159465e-15
2012-09-18,0,27.8,11.7,1.4,sun,19.75,2012,9,18,Autumn,19.75,0,18.214285714285715,6.38378239159465e-15
2012-09-19,0,23.9,11.7,1.9,drizzle,17.799999999999997,2012,9,19,Autumn,17.799999999999997,0,18.457142857142856,6.38378239159465e-15
2012-09-20,0,19.4,10,2.5,drizzle,14.7,2012,9,20,Autumn,14.7,0,17.735714285714284,6.38378239159465e-15
2012-09-21,0,16.1,12.8,2.1,drizzle,14.450000000000001,2012,9,21,Autumn,14.450000000000001,0,17.142857142857142,6.38378239159465e-15
2012-09-22,0.3,19.4,11.7,1.1,rain,15.549999999999999,2012,9,22,Autumn,15.549999999999999,0.3,16.985714285714284,0.3000000000000064
2012-09-23,0,19.4,10,1.4,fog,14.7,2012,9,23,Autumn,14.7,0,16.67142857142857,0.3000000000000064
2012-09-24,0,21.1,10,1.8,fog,15.55,2012,9,24,Autumn,15.55,0,16.071428571428573,0.3000000000000064
2012-09-25,0,19.4,11.1,1.7,sun,15.25,2012,9,25,Autumn,15.25,0,15.428571428571429,0.3000000000000064
2012-09-26,0,19.4,9.4,1.7,drizzle,14.399999999999999,2012,9,26,Autumn,14.399999999999999,0,14.942857142857141,0.3000000000000064
2012-09-27,0,22.8,10,1.7,drizzle,16.4,2012,9,27,Autumn,16.4,0,15.185714285714285,0.3000000000000064
2012-09-28,0,25,12.2,1.1,rain,18.6,2012,9,28,Autumn,18.6,0,15.778571428571427,0.3000000000000064
2012-09-29,0,20.6,12.2,4.3,sun,16.4,2012,9,29,Autumn,16.4,0,15.9,6.38378239159465e-15
2012-09-30,0,21.1,7.8,3.1,sun,14.450000000000001,2012,9,30,Autumn,14.450000000000001,0,15.864285714285714,6.38378239159465e-15
2012-10-01,0,23.3,8.9,3,sun,16.1,2012,10,1,Autumn,16.1,0,15.942857142857141,6.38378239159465e-15
2012-10-02,0,17.8,10,4.1,sun,13.9,2012,10,2,Autumn,13.9,0,15.75,6.38378239159465e-15
2012-10-03,0,18.9,7.8,7.3,sun,13.35,2012,10,3,Autumn,13.35,0,15.6,6.38378239159465e-15
2012-10-04,0,18.9,8.3,6.5,sun,13.6,2012,10,4,Autumn,13.6,0,15.200000000000001,6.38378239159465e-15
2012-10-05,0,21.7,8.9,5.7,sun,15.3,2012,10,5,Autumn,15.3,0,14.728571428571428,6.38378239159465e-15
2012-10-06,0,23.9,7.8,5.1,sun,15.85,2012,10,6,Autumn,15.85,0,14.65,6.38378239159465e-15
2012-10-07,0,23.9,7.8,1.3,sun,15.85,2012,10,7,Autumn,15.85,0,14.85,6.38378239159465e-15
2012-10-08,0,21.1,7.8,1.9,sun,14.450000000000001,2012,10,8,Autumn,14.450000000000001,0,14.614285714285714,6.38378239159465e-15
2012-10-09,0,16.1,8.9,1.6,drizzle,12.5,2012,10,9,Autumn,12.5,0,14.414285714285713,6.38378239159465e-15
2012-10-10,0,12.2,8.3,1.4,drizzle,10.25,2012,10,10,Autumn,10.25,0,13.971428571428572,6.38378239159465e-15
2012-10-11,0,13.9,7.2,1.3,drizzle,10.55,2012,10,11,Autumn,10.55,0,13.535714285714286,6.38378239159465e-15
2012-10-12,2,13.9,8.9,4.6,rain,11.4,2012,10,12,Autumn,11.4,2,12.978571428571428,2.000000000000006
2012-10-13,4.8,15.6,12.2,3.9,rain,13.899999999999999,2012,10,13,Autumn,13.899999999999999,4.8,12.7,6.800000000000006
2012-10-14,16.5,17.8,13.3,3.4,rain,15.55,2012,10,14,Autumn,15.55,16.5,12.657142857142857,23.300000000000008
2012-10-15,7.9,17.2,11.1,4.6,rain,14.149999999999999,2012,10,15,Autumn,14.149999999999999,7.9,12.614285714285714,31.200000000000006
2012-10-16,0,16.1,8.3,5.5,sun,12.200000000000001,2012,10,16,Autumn,12.200000000000001,0,12.571428571428571,31.200000000000006
2012-10-17,0,14.4,6.1,1.6,sun,10.25,2012,10,17,Autumn,10.25,0,12.571428571428571,31.200000000000006
2012-10-18,20.8,17.8,6.7,2,rain,12.25,2012,10,18,Autumn,12.25,20.8,12.814285714285715,52.00000000000001
2012-10-19,4.8,15,9.4,5.3,rain,12.2,2012,10,19,Autumn,12.2,4.8,12.928571428571429,54.800000000000004
2012-10-20,0.5,11.1,6.1,5.7,rain,8.6,2012,10,20,Autumn,8.6,0.5,12.171428571428573,50.50000000000001
2012-10-21,6.4,11.7,4.4,2.7,rain,8.05,2012,10,21,Autumn,8.05,6.4,11.1,40.400000000000006
2012-10-22,8.9,7.8,3.3,2.6,rain,5.55,2012,10,22,Autumn,5.55,8.9,9.87142857142857,41.400000000000006
2012-10-23,0,11.1,5.6,3,rain,8.35,2012,10,23,Autumn,8.35,0,9.321428571428571,41.400000000000006
2012-10-24,7.1,11.7,6.1,2.1,rain,8.899999999999999,2012,10,24,Autumn,8.899999999999999,7.1,9.128571428571428,48.50000000000001
2012-10-25,0,11.7,6.7,1.5,sun,9.2,2012,10,25,Autumn,9.2,0,8.692857142857141,27.700000000000006
2012-10-26,1.5,11.1,7.2,2.5,rain,9.15,2012,10,26,Autumn,9.15,1.5,8.257142857142856,24.400000000000006
2012-10-27,23.1,14.4,9.4,5.1,rain,11.9,2012,10,27,Autumn,11.9,23.1,8.728571428571428,47.00000000000001
2012-10-28,6.1,14.4,10,3.8,rain,12.2,2012,10,28,Autumn,12.2,6.1,9.321428571428571,46.70000000000001
2012-10-29,10.9,15.6,10,4.9,rain,12.8,2012,10,29,Autumn,12.8,10.9,10.357142857142858,48.70000000000001
2012-10-30,34.5,15,12.2,2.8,rain,13.6,2012,10,30,Autumn,13.6,34.5,11.107142857142858,83.2
2012-10-31,14.5,15.6,11.1,2.7,rain,13.35,2012,10,31,Autumn,13.35,14.5,11.742857142857144,90.60000000000001
2012-11-01,9.7,15,10.6,3,rain,12.8,2012,11,1,Autumn,12.8,9.7,12.257142857142856,100.30000000000001
2012-11-02,5.6,15,10.6,1,rain,12.8,2012,11,2,Autumn,12.8,5.6,12.778571428571428,104.4
2012-11-03,0.5,15.6,11.1,3.6,rain,13.35,2012,11,3,Autumn,13.35,0.5,12.985714285714286,81.80000000000001
2012-11-04,8.1,17.8,12.8,3.8,rain,15.3,2012,11,4,Autumn,15.3,8.1,13.428571428571429,83.80000000000001
2012-11-05,0.8,15,7.8,4,rain,11.4,2012,11,5,Autumn,11.4,0.8,13.228571428571428,73.7
2012-11-06,0.3,12.8,6.7,3.5,rain,9.75,2012,11,6,Autumn,9.75,0.3,12.678571428571429,39.5
2012-11-07,0,12.2,3.9,3.4,rain,8.049999999999999,2012,11,7,Autumn,8.049999999999999,0,11.921428571428573,25.000000000000004
2012-11-08,0,10,1.1,3.4,rain,5.55,2012,11,8,Autumn,5.55,0,10.885714285714286,15.300000000000004
2012-11-09,0,8.9,1.1,2,rain,5,2012,11,9,Autumn,5,0,9.77142857142857,9.700000000000005
2012-11-10,0,7.8,-0.6,2.2,sun,3.6,2012,11,10,Autumn,3.6,0,8.378571428571428,9.200000000000005
2012-11-11,15.2,8.9,1.1,3,rain,5,2012,11,11,Autumn,5,15.2,6.907142857142857,16.300000000000004
2012-11-12,3.6,12.8,6.1,3,rain,9.45,2012,11,12,Autumn,9.45,3.6,6.628571428571428,19.100000000000005
2012-11-13,5.3,11.1,7.8,2.5,rain,9.45,2012,11,13,Autumn,9.45,5.3,6.5857142857142845,24.100000000000005
2012-11-14,0.8,11.1,5,2.6,rain,8.05,2012,11,14,Autumn,8.05,0.8,6.5857142857142845,24.900000000000002
2012-11-15,0,9.4,2.8,2.4,drizzle,6.1,2012,11,15,Autumn,6.1,0,6.664285714285714,24.900000000000002
2012-11-16,5.6,9.4,2.2,1.6,rain,5.800000000000001,2012,11,16,Autumn,5.800000000000001,5.6,6.778571428571428,30.500000000000004
2012-11-17,6.1,12.2,6.1,5.3,rain,9.149999999999999,2012,11,17,Autumn,9.149999999999999,6.1,7.571428571428571,36.6
2012-11-18,7.9,10,6.1,4.9,rain,8.05,2012,11,18,Autumn,8.05,7.9,8.007142857142856,29.300000000000004
2012-11-19,54.1,13.3,8.3,6,rain,10.8,2012,11,19,Autumn,10.8,54.1,8.2,79.8
2012-11-20,3.8,11.1,7.2,4.2,rain,9.15,2012,11,20,Autumn,9.15,3.8,8.157142857142857,78.3
2012-11-21,11.2,8.3,3.9,5.5,rain,6.1000000000000005,2012,11,21,Autumn,6.1000000000000005,11.2,7.878571428571428,88.7
2012-11-22,0,8.9,2.8,1.5,rain,5.85,2012,11,22,Autumn,5.85,0,7.8428571428571425,88.7
2012-11-23,32,9.4,6.1,2.4,rain,7.75,2012,11,23,Autumn,7.75,32,8.121428571428572,115.1
2012-11-24,0,8.9,3.9,1.2,rain,6.4,2012,11,24,Autumn,6.4,0,7.728571428571429,109
2012-11-25,0,8.3,1.1,3.6,drizzle,4.7,2012,11,25,Autumn,4.7,0,7.25,101.1
2012-11-26,0,9.4,1.7,3.8,fog,5.55,2012,11,26,Autumn,5.55,0,6.5,47
2012-11-27,0,10,1.7,1.5,sun,5.85,2012,11,27,Autumn,5.85,0,6.028571428571428,43.2
2012-11-28,2.8,9.4,2.2,2.9,rain,5.800000000000001,2012,11,28,Autumn,5.800000000000001,2.8,5.985714285714286,34.800000000000004
2012-11-29,1.5,12.8,7.8,4.2,rain,10.3,2012,11,29,Autumn,10.3,1.5,6.621428571428572,36.300000000000004
2012-11-30,35.6,15,7.8,4.6,rain,11.4,2012,11,30,Autumn,11.4,35.6,7.142857142857143,39.900000000000006
2012-12-01,4.1,13.3,8.3,5.5,rain,10.8,2012,12,1,Winter,10.8,4.1,7.771428571428571,44
2012-12-02,19.6,8.3,7.2,6.2,rain,7.75,2012,12,2,Winter,7.75,19.6,8.207142857142857,63.6
2012-12-03,13,9.4,7.2,4.4,rain,8.3,2012,12,3,Winter,8.3,13,8.6,76.60000000000001
2012-12-04,14.2,11.7,7.2,6.2,rain,9.45,2012,12,4,Winter,9.45,14.2,9.114285714285714,90.8
2012-12-05,1.5,8.9,4.4,5,rain,6.65,2012,12,5,Winter,6.65,1.5,9.235714285714286,89.5
2012-12-06,1.5,7.2,6.1,5.1,rain,6.65,2012,12,6,Winter,6.65,1.5,8.714285714285714,89.5
2012-12-07,1,7.8,3.3,4.6,rain,5.55,2012,12,7,Winter,5.55,1,7.878571428571428,54.9
2012-12-08,0,6.7,3.3,2,sun,5,2012,12,8,Winter,5,0,7.05,50.800000000000004
2012-12-09,1.5,6.7,2.8,2.1,rain,4.75,2012,12,9,Winter,4.75,1.5,6.621428571428572,32.7
2012-12-10,0.5,7.2,5.6,1.8,rain,6.4,2012,12,10,Winter,6.4,0.5,6.35,20.2
2012-12-11,3,7.8,5.6,4.5,rain,6.699999999999999,2012,12,11,Winter,6.699999999999999,3,5.957142857142856,9.000000000000002
2012-12-12,8.1,6.7,4.4,2,rain,5.550000000000001,2012,12,12,Winter,5.550000000000001,8.1,5.8,15.600000000000001
2012-12-13,2.3,7.2,3.3,2.8,rain,5.25,2012,12,13,Winter,5.25,2.3,5.6,16.400000000000002
2012-12-14,7.9,6.1,1.1,1.7,rain,3.5999999999999996,2012,12,14,Winter,3.5999999999999996,7.9,5.321428571428571,23.3
2012-12-15,5.3,4.4,0.6,5.1,snow,2.5,2012,12,15,Winter,2.5,5.3,4.964285714285714,28.6
2012-12-16,22.6,6.7,3.3,5.5,snow,5,2012,12,16,Winter,5,22.6,5,49.7
2012-12-17,2,8.3,1.7,9.5,rain,5,2012,12,17,Winter,5,2,4.799999999999999,51.2
2012-12-18,3.3,3.9,0.6,5.3,snow,2.25,2012,12,18,Winter,2.25,3.3,4.164285714285714,51.5
2012-12-19,13.7,8.3,1.7,5.8,snow,5,2012,12,19,Winter,5,13.7,4.085714285714285,57.1
2012-12-20,13.2,7.2,0.6,3.7,rain,3.9,2012,12,20,Winter,3.9,13.2,3.8928571428571423,68
2012-12-21,1.8,8.3,-1.7,1.7,rain,3.3000000000000003,2012,12,21,Winter,3.3000000000000003,1.8,3.85,61.9
2012-12-22,3.3,8.3,3.9,3.5,rain,6.1000000000000005,2012,12,22,Winter,6.1000000000000005,3.3,4.364285714285714,59.9
2012-12-23,6.6,7.2,3.3,2.5,rain,5.25,2012,12,23,Winter,5.25,6.6,4.3999999999999995,43.9
2012-12-24,0.3,5.6,2.8,2.8,rain,4.199999999999999,2012,12,24,Winter,4.199999999999999,0.3,4.285714285714286,42.2
2012-12-25,13.5,5.6,2.8,4.2,snow,4.199999999999999,2012,12,25,Winter,4.199999999999999,13.5,4.564285714285714,52.4
2012-12-26,4.6,6.7,3.3,4.9,rain,5,2012,12,26,Winter,5,4.6,4.564285714285714,43.3
2012-12-27,4.1,7.8,3.3,3.2,rain,5.55,2012,12,27,Winter,5.55,4.1,4.799999999999999,34.2
2012-12-28,0,8.3,3.9,1.7,rain,6.1000000000000005,2012,12,28,Winter,6.1000000000000005,0,5.2,32.4
2012-12-29,1.5,5,3.3,1.7,rain,4.15,2012,12,29,Winter,4.15,1.5,4.921428571428571,30.6
2012-12-30,0,4.4,0,1.8,drizzle,2.2,2012,12,30,Winter,2.2,0,4.485714285714286,24
2012-12-31,0,3.3,-1.1,2,drizzle,1.0999999999999999,2012,12,31,Winter,1.0999999999999999,0,4.042857142857143,23.7
2013-01-01,0,5,-2.8,2.7,sun,1.1,2013,1,1,Winter,1.1,0,3.6,10.200000000000001
2013-01-02,0,6.1,-1.1,3.2,sun,2.5,2013,1,2,Winter,2.5,0,3.242857142857143,5.6000000000000005
2013-01-03,4.1,6.7,-1.7,3,rain,2.5,2013,1,3,Winter,2.5,4.1,2.807142857142857,5.6000000000000005
2013-01-04,2.5,10,2.2,2.8,rain,6.1,2013,1,4,Winter,6.1,2.5,2.807142857142857,8.100000000000001
2013-01-05,3,6.7,4.4,3.1,rain,5.550000000000001,2013,1,5,Winter,5.550000000000001,3,3.0071428571428567,9.600000000000001
2013-01-06,2,7.2,2.8,3,rain,5,2013,1,6,Winter,5,2,3.407142857142857,11.600000000000001
2013-01-07,2.3,10,4.4,7.3,rain,7.2,2013,1,7,Winter,7.2,2.3,4.2785714285714285,13.9
2013-01-08,16.3,11.7,5.6,6.3,rain,8.649999999999999,2013,1,8,Winter,8.649999999999999,16.3,5.357142857142857,30.200000000000003
2013-01-09,38.4,10,1.7,5.1,rain,5.85,2013,1,9,Winter,5.85,38.4,5.8357142857142845,68.6
2013-01-10,0.3,3.3,-0.6,2.1,snow,1.3499999999999999,2013,1,10,Winter,1.3499999999999999,0.3,5.671428571428571,64.8
2013-01-11,0,2.8,-2.8,1.9,drizzle,0,2013,1,11,Winter,0,0,4.799999999999999,62.3
2013-01-12,0,2.8,-3.9,2,sun,-0.55,2013,1,12,Winter,-0.55,0,3.928571428571428,59.3
2013-01-13,0,2.2,-4.4,1.5,sun,-1.1,2013,1,13,Winter,-1.1,0,3.057142857142857,57.3
2013-01-14,0,3.3,-2.2,1.3,sun,0.5499999999999998,2013,1,14,Winter,0.5499999999999998,0,2.1071428571428568,55
2013-01-15,0,6.7,-0.6,2.3,sun,3.0500000000000003,2013,1,15,Winter,3.0500000000000003,0,1.307142857142857,38.7
2013-01-16,0,6.1,-3.9,1.8,drizzle,1.0999999999999999,2013,1,16,Winter,1.0999999999999999,0,0.6285714285714284,0.30000000000000093
2013-01-17,0,3.9,-2.8,1,drizzle,0.55,2013,1,17,Winter,0.55,0,0.5142857142857142,9.43689570931383e-16
2013-01-18,0,3.3,-1.1,1.3,drizzle,1.0999999999999999,2013,1,18,Winter,1.0999999999999999,0,0.6714285714285714,9.43689570931383e-16
2013-01-19,0,1.1,-0.6,1.9,drizzle,0.25000000000000006,2013,1,19,Winter,0.25000000000000006,0,0.7857142857142856,9.43689570931383e-16
2013-01-20,0,3.3,-0.6,2.1,drizzle,1.3499999999999999,2013,1,20,Winter,1.3499999999999999,0,1.1357142857142857,9.43689570931383e-16
2013-01-21,0,2.2,-1.7,1.1,drizzle,0.2500000000000001,2013,1,21,Winter,0.2500000000000001,0,1.0928571428571427,9.43689570931383e-16
2013-01-22,0,3.3,-1.7,0.6,drizzle,0.7999999999999999,2013,1,22,Winter,0.7999999999999999,0,0.7714285714285714,9.43689570931383e-16
2013-01-23,5.1,7.2,2.2,3.1,rain,4.7,2013,1,23,Winter,4.7,5.1,1.2857142857142858,5.1000000000000005
2013-01-24,5.8,7.2,1.1,2.6,rain,4.15,2013,1,24,Winter,4.15,5.8,1.8,10.9
2013-01-25,3,10.6,2.8,2.1,rain,6.699999999999999,2013,1,25,Winter,6.699999999999999,3,2.6,13.9
2013-01-26,2.3,8.3,3.9,4.5,rain,6.1000000000000005,2013,1,26,Winter,6.1000000000000005,2.3,3.435714285714286,16.2
2013-01-27,1.8,5.6,3.9,4.5,rain,4.75,2013,1,27,Winter,4.75,1.8,3.9214285714285713,18
2013-01-28,7.9,6.1,3.3,3.2,rain,4.699999999999999,2013,1,28,Winter,4.699999999999999,7.9,4.557142857142857,25.900000000000002
2013-01-29,4.3,8.3,5,3.9,rain,6.65,2013,1,29,Winter,6.65,4.3,5.392857142857143,30.2
2013-01-30,3.6,8.9,6.7,3.9,rain,7.800000000000001,2013,1,30,Winter,7.800000000000001,3.6,5.835714285714286,28.7
2013-01-31,3,9.4,7.2,4,rain,8.3,2013,1,31,Winter,8.3,3,6.428571428571429,25.900000000000002
2013-02-01,0.3,11.7,5,2.9,rain,8.35,2013,2,1,Winter,8.35,0.3,6.664285714285714,23.2
2013-02-02,0,6.1,2.8,2,drizzle,4.449999999999999,2013,2,2,Winter,4.449999999999999,0,6.428571428571429,20.900000000000002
2013-02-03,2.3,8.9,2.8,2.9,rain,5.85,2013,2,3,Winter,5.85,2.3,6.585714285714286,21.400000000000002
2013-02-04,0,10.6,6.7,2.6,rain,8.65,2013,2,4,Winter,8.65,0,7.15,13.5
2013-02-05,3.3,10,6.7,5.1,rain,8.35,2013,2,5,Winter,8.35,3.3,7.392857142857143,12.5
2013-02-06,1,10.6,6.1,4.5,rain,8.35,2013,2,6,Winter,8.35,1,7.471428571428571,9.9
2013-02-07,1.3,9.4,3.3,4.1,rain,6.35,2013,2,7,Winter,6.35,1.3,7.192857142857143,8.200000000000001
2013-02-08,0,7.8,2.2,1.3,sun,5,2013,2,8,Winter,5,0,6.714285714285714,7.9
2013-02-09,0.3,8.3,4.4,1.3,rain,6.3500000000000005,2013,2,9,Winter,6.3500000000000005,0.3,6.985714285714286,8.200000000000001
2013-02-10,0,8.9,1.7,2,drizzle,5.3,2013,2,10,Winter,5.3,0,6.9071428571428575,5.9
2013-02-11,0.3,8.3,4.4,1.4,rain,6.3500000000000005,2013,2,11,Winter,6.3500000000000005,0.3,6.578571428571428,6.200000000000001
2013-02-12,1,11.1,7.2,5.6,rain,9.15,2013,2,12,Winter,9.15,1,6.692857142857143,3.900000000000001
2013-02-13,2.3,9.4,7.2,4.1,rain,8.3,2013,2,13,Winter,8.3,2.3,6.685714285714286,5.200000000000001
2013-02-14,1,9.4,5.6,2.2,rain,7.5,2013,2,14,Winter,7.5,1,6.8500000000000005,4.9
2013-02-15,0,13.3,5,2.4,drizzle,9.15,2013,2,15,Winter,9.15,0,7.442857142857143,4.9
2013-02-16,0,11.1,3.9,5.6,rain,7.5,2013,2,16,Winter,7.5,0,7.607142857142857,4.6000000000000005
2013-02-17,0,9.4,4.4,3.4,rain,6.9,2013,2,17,Winter,6.9,0,7.835714285714286,4.6000000000000005
2013-02-18,0,7.8,3.9,1.9,rain,5.85,2013,2,18,Winter,5.85,0,7.764285714285714,4.300000000000001
2013-02-19,0,10.6,1.7,3.4,sun,6.1499999999999995,2013,2,19,Winter,6.1499999999999995,0,7.335714285714286,3.3000000000000007
2013-02-20,1.5,7.8,1.1,2.1,rain,4.45,2013,2,20,Winter,4.45,1.5,6.785714285714286,2.500000000000001
2013-02-21,0.5,6.7,3.9,6.2,rain,5.3,2013,2,21,Winter,5.3,0.5,6.471428571428571,2.000000000000001
2013-02-22,9.4,7.8,3.9,8.1,rain,5.85,2013,2,22,Winter,5.85,9.4,6,11.4
2013-02-23,0.3,10,3.9,4.6,rain,6.95,2013,2,23,Winter,6.95,0.3,5.921428571428572,11.700000000000001
2013-02-24,0,8.9,5,5.5,rain,6.95,2013,2,24,Winter,6.95,0,5.928571428571429,11.700000000000001
2013-02-25,2.3,10.6,3.3,7.1,rain,6.949999999999999,2013,2,25,Winter,6.949999999999999,2.3,6.085714285714286,14.000000000000002
2013-02-26,0.5,8.9,3.9,3.8,rain,6.4,2013,2,26,Winter,6.4,0.5,6.121428571428572,14.500000000000002
2013-02-27,4.6,10,4.4,1.8,rain,7.2,2013,2,27,Winter,7.2,4.6,6.514285714285714,17.6
2013-02-28,8.1,11.7,6.7,3.8,rain,9.2,2013,2,28,Winter,9.2,8.1,7.071428571428571,25.2
2013-03-01,4.1,15,11.1,5.4,rain,13.05,2013,3,1,Spring,13.05,4.1,8.1,19.9
2013-03-02,0.8,13.9,5,4.5,rain,9.45,2013,3,2,Spring,9.45,0.8,8.457142857142857,20.4
2013-03-03,0,11.1,2.2,2.8,sun,6.65,2013,3,3,Spring,6.65,0,8.414285714285715,20.4
2013-03-04,0,13.3,0,3.9,sun,6.65,2013,3,4,Spring,6.65,0,8.371428571428572,18.1
2013-03-05,0,9.4,6.1,2.4,rain,7.75,2013,3,5,Spring,7.75,0,8.564285714285715,17.6
2013-03-06,11.9,7.2,5,4.1,rain,6.1,2013,3,6,Spring,6.1,11.9,8.407142857142857,24.900000000000002
2013-03-07,7.4,12.2,5,2.5,rain,8.6,2013,3,7,Spring,8.6,7.4,8.321428571428571,24.200000000000003
2013-03-08,0,11.7,2.2,2.6,drizzle,6.949999999999999,2013,3,8,Spring,6.949999999999999,0,7.45,20.1
2013-03-09,0,12.8,1.1,1.3,fog,6.95,2013,3,9,Spring,6.95,0,7.0928571428571425,19.3
2013-03-10,0.8,7.8,3.9,1.6,rain,5.85,2013,3,10,Spring,5.85,0.8,6.978571428571429,20.1
2013-03-11,1.3,10.6,6.1,1.1,rain,8.35,2013,3,11,Spring,8.35,1.3,7.221428571428571,21.400000000000002
2013-03-12,2,12.8,10,5.7,rain,11.4,2013,3,12,Spring,11.4,2,7.742857142857142,23.400000000000002
2013-03-13,2.3,11.7,9.4,3.7,rain,10.55,2013,3,13,Spring,10.55,2.3,8.378571428571428,13.8
2013-03-14,2.8,11.7,9.4,3,rain,10.55,2013,3,14,Spring,10.55,2.8,8.657142857142857,9.2
